"filename", "language", "JavaScript", "Markdown", "Batch", "Docker", "MS SQL", "YAML", "JSON", "JSON with Comments", "TypeScript", "Python", "XML", "TypeScript JSX", "PostCSS", "comment", "blank", "total"
"c:\Users\10csh\OneDrive\Desktop\omniroute-coder-external-provider-version6.9\omniroute-coder\src\app\api\pdf\generate\route.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 21, 5, 51
"c:\Users\10csh\OneDrive\Desktop\omniroute-coder-external-provider-version6.9\omniroute-coder\src\app\api\production-agent\route.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 31, 6, 52
"c:\Users\10csh\OneDrive\Desktop\omniroute-coder-external-provider-version6.9\omniroute-coder\src\app\api\subscription\route.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 240, 0, 0, 0, 0, 53, 28, 321
"c:\Users\10csh\OneDrive\Desktop\omniroute-coder-external-provider-version6.9\omniroute-coder\src\app\api\workspace\route.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 91, 0, 0, 0, 0, 39, 14, 144
"c:\Users\10csh\OneDrive\Desktop\omniroute-coder-external-provider-version6.9\omniroute-coder\src\app\globals.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 7, 42
"c:\Users\10csh\OneDrive\Desktop\omniroute-coder-external-provider-version6.9\omniroute-coder\src\app\layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 5, 30
"c:\Users\10csh\OneDrive\Desktop\omniroute-coder-external-provider-version6.9\omniroute-coder\src\app\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3396, 0, 232, 286, 3914
"c:\Users\10csh\OneDrive\Desktop\omniroute-coder-external-provider-version6.9\omniroute-coder\src\components\AdminPanel.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1001, 0, 55, 66, 1122
"c:\Users\10csh\OneDrive\Desktop\omniroute-coder-external-provider-version6.9\omniroute-coder\src\components\AuthModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 393, 0, 44, 44, 481
"c:\Users\10csh\OneDrive\Desktop\omniroute-coder-external-provider-version6.9\omniroute-coder\src\components\BackupsPanel.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 300, 0, 13, 30, 343
"c:\Users\10csh\OneDrive\Desktop\omniroute-coder-external-provider-version6.9\omniroute-coder\src\components\ChatSidebar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 367, 0, 0, 32, 399
"c:\Users\10csh\OneDrive\Desktop\omniroute-coder-external-provider-version6.9\omniroute-coder\src\components\FileUpdateCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 186, 0, 0, 20, 206
"c:\Users\10csh\OneDrive\Desktop\omniroute-coder-external-provider-version6.9\omniroute-coder\src\components\PhaseManager.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 356, 0, 8, 36, 400
"c:\Users\10csh\OneDrive\Desktop\omniroute-coder-external-provider-version6.9\omniroute-coder\src\components\PlanApprovalCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 531, 0, 78, 45, 654
"c:\Users\10csh\OneDrive\Desktop\omniroute-coder-external-provider-version6.9\omniroute-coder\src\components\ProductionAgentMode.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 502, 0, 42, 61, 605
"c:\Users\10csh\OneDrive\Desktop\omniroute-coder-external-provider-version6.9\omniroute-coder\src\components\SettingsPanel.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1238, 0, 147, 115, 1500
"c:\Users\10csh\OneDrive\Desktop\omniroute-coder-external-provider-version6.9\omniroute-coder\src\components\SubscriptionPanel.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 648, 0, 64, 61, 773
"c:\Users\10csh\OneDrive\Desktop\omniroute-coder-external-provider-version6.9\omniroute-coder\src\components\UserGuide.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1781, 0, 17, 65, 1863
"c:\Users\10csh\OneDrive\Desktop\omniroute-coder-external-provider-version6.9\omniroute-coder\src\components\WorkspaceSelector.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 302, 0, 0, 26, 328
"c:\Users\10csh\OneDrive\Desktop\omniroute-coder-external-provider-version6.9\omniroute-coder\src\instrumentation.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 28, 3, 44
"c:\Users\10csh\OneDrive\Desktop\omniroute-coder-external-provider-version6.9\omniroute-coder\src\lib\advancedReActAgent.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 330, 0, 0, 0, 0, 21, 60, 411
"c:\Users\10csh\OneDrive\Desktop\omniroute-coder-external-provider-version6.9\omniroute-coder\src\lib\agentContext.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 1041, 0, 0, 0, 0, 254, 130, 1425
"c:\Users\10csh\OneDrive\Desktop\omniroute-coder-external-provider-version6.9\omniroute-coder\src\lib\anthropicAdapter.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 581, 0, 0, 0, 0, 151, 84, 816
"c:\Users\10csh\OneDrive\Desktop\omniroute-coder-external-provider-version6.9\omniroute-coder\src\lib\appSettings.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 107, 0, 0, 0, 0, 85, 27, 219
"c:\Users\10csh\OneDrive\Desktop\omniroute-coder-external-provider-version6.9\omniroute-coder\src\lib\authGuard.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 94, 0, 0, 0, 0, 86, 15, 195
"c:\Users\10csh\OneDrive\Desktop\omniroute-coder-external-provider-version6.9\omniroute-coder\src\lib\bridgeEndpoint.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 58, 0, 0, 0, 0, 108, 14, 180
"c:\Users\10csh\OneDrive\Desktop\omniroute-coder-external-provider-version6.9\omniroute-coder\src\lib\chatPersistence.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 158, 0, 0, 0, 0, 98, 29, 285
"c:\Users\10csh\OneDrive\Desktop\omniroute-coder-external-provider-version6.9\omniroute-coder\src\lib\credentialManager.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 274, 0, 0, 0, 0, 84, 47, 405
"c:\Users\10csh\OneDrive\Desktop\omniroute-coder-external-provider-version6.9\omniroute-coder\src\lib\crypto.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 72, 0, 0, 0, 0, 90, 26, 188
"c:\Users\10csh\OneDrive\Desktop\omniroute-coder-external-provider-version6.9\omniroute-coder\src\lib\db.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 665, 0, 0, 0, 0, 392, 98, 1155
"c:\Users\10csh\OneDrive\Desktop\omniroute-coder-external-provider-version6.9\omniroute-coder\src\lib\deepCoworkPipeline.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 1636, 0, 0, 0, 0, 358, 188, 2182
"c:\Users\10csh\OneDrive\Desktop\omniroute-coder-external-provider-version6.9\omniroute-coder\src\lib\deploymentMode.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 74, 3, 85
"c:\Users\10csh\OneDrive\Desktop\omniroute-coder-external-provider-version6.9\omniroute-coder\src\lib\diffUtils.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 1, 3, 16
"c:\Users\10csh\OneDrive\Desktop\omniroute-coder-external-provider-version6.9\omniroute-coder\src\lib\documentRender.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 239, 0, 0, 0, 0, 87, 26, 352
"c:\Users\10csh\OneDrive\Desktop\omniroute-coder-external-provider-version6.9\omniroute-coder\src\lib\docxRender.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 475, 0, 0, 0, 0, 48, 10, 533
"c:\Users\10csh\OneDrive\Desktop\omniroute-coder-external-provider-version6.9\omniroute-coder\src\lib\emailAuth.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 359, 0, 0, 0, 0, 190, 75, 624
"c:\Users\10csh\OneDrive\Desktop\omniroute-coder-external-provider-version6.9\omniroute-coder\src\lib\extensionTokenStore.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 185, 0, 0, 0, 0, 169, 36, 390
"c:\Users\10csh\OneDrive\Desktop\omniroute-coder-external-provider-version6.9\omniroute-coder\src\lib\externalProviders.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 96, 0, 0, 0, 0, 51, 23, 170
"c:\Users\10csh\OneDrive\Desktop\omniroute-coder-external-provider-version6.9\omniroute-coder\src\lib\fileToolsGate.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 54, 7, 85
"c:\Users\10csh\OneDrive\Desktop\omniroute-coder-external-provider-version6.9\omniroute-coder\src\lib\gatewayCreds.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 119, 0, 0, 0, 0, 111, 18, 248
"c:\Users\10csh\OneDrive\Desktop\omniroute-coder-external-provider-version6.9\omniroute-coder\src\lib\omniroute.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 607, 0, 0, 0, 0, 89, 100, 796
"c:\Users\10csh\OneDrive\Desktop\omniroute-coder-external-provider-version6.9\omniroute-coder\src\lib\otpDelivery.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 459, 0, 0, 0, 0, 313, 69, 841
"c:\Users\10csh\OneDrive\Desktop\omniroute-coder-external-provider-version6.9\omniroute-coder\src\lib\pdf-generator.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 77, 0, 0, 0, 0, 4, 10, 91
"c:\Users\10csh\OneDrive\Desktop\omniroute-coder-external-provider-version6.9\omniroute-coder\src\lib\pdf-ingest.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 3, 11, 48
"c:\Users\10csh\OneDrive\Desktop\omniroute-coder-external-provider-version6.9\omniroute-coder\src\lib\phaseEngine.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 268, 0, 0, 0, 0, 27, 58, 353
"c:\Users\10csh\OneDrive\Desktop\omniroute-coder-external-provider-version6.9\omniroute-coder\src\lib\phaseManager.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 338, 0, 0, 0, 0, 26, 76, 440
"c:\Users\10csh\OneDrive\Desktop\omniroute-coder-external-provider-version6.9\omniroute-coder\src\lib\productionAgent.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 318, 0, 0, 0, 0, 63, 37, 418
"c:\Users\10csh\OneDrive\Desktop\omniroute-coder-external-provider-version6.9\omniroute-coder\src\lib\productionGuard.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 482, 0, 0, 0, 0, 234, 61, 777
"c:\Users\10csh\OneDrive\Desktop\omniroute-coder-external-provider-version6.9\omniroute-coder\src\lib\productionToolRegistry.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 319, 0, 0, 0, 0, 12, 48, 379
"c:\Users\10csh\OneDrive\Desktop\omniroute-coder-external-provider-version6.9\omniroute-coder\src\lib\providerProfiles.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 369, 0, 0, 0, 0, 93, 35, 497
"c:\Users\10csh\OneDrive\Desktop\omniroute-coder-external-provider-version6.9\omniroute-coder\src\lib\rateLimit.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 142, 0, 0, 0, 0, 137, 26, 305
"c:\Users\10csh\OneDrive\Desktop\omniroute-coder-external-provider-version6.9\omniroute-coder\src\lib\reactStateMachine.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 533, 0, 0, 0, 0, 76, 99, 708
"c:\Users\10csh\OneDrive\Desktop\omniroute-coder-external-provider-version6.9\omniroute-coder\src\lib\securityAuditor.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 463, 0, 0, 0, 0, 37, 69, 569
"c:\Users\10csh\OneDrive\Desktop\omniroute-coder-external-provider-version6.9\omniroute-coder\src\lib\slashCommands.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 118, 0, 0, 0, 0, 62, 10, 190
"c:\Users\10csh\OneDrive\Desktop\omniroute-coder-external-provider-version6.9\omniroute-coder\src\lib\ssrfGuard.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 91, 0, 0, 0, 0, 54, 16, 161
"c:\Users\10csh\OneDrive\Desktop\omniroute-coder-external-provider-version6.9\omniroute-coder\src\lib\subscription.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 597, 0, 0, 0, 0, 198, 94, 889
"c:\Users\10csh\OneDrive\Desktop\omniroute-coder-external-provider-version6.9\omniroute-coder\src\lib\upi.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 451, 0, 0, 0, 0, 168, 67, 686
"c:\Users\10csh\OneDrive\Desktop\omniroute-coder-external-provider-version6.9\omniroute-coder\src\lib\upstreamRequest.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 267, 0, 0, 0, 0, 158, 39, 464
"c:\Users\10csh\OneDrive\Desktop\omniroute-coder-external-provider-version6.9\omniroute-coder\src\lib\vscodeBridge.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 2025, 0, 0, 0, 0, 783, 264, 3072
"c:\Users\10csh\OneDrive\Desktop\omniroute-coder-external-provider-version6.9\omniroute-coder\src\lib\webContainerManager.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 115, 0, 0, 0, 0, 4, 31, 150
"c:\Users\10csh\OneDrive\Desktop\omniroute-coder-external-provider-version6.9\omniroute-coder\src\lib\workspaceConfig.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 193, 0, 0, 0, 0, 21, 26, 240
"c:\Users\10csh\OneDrive\Desktop\omniroute-coder-external-provider-version6.9\omniroute-coder\tsconfig.json", "JSON with Comments", 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 35, 6, 95
"c:\Users\10csh\OneDrive\Desktop\omniroute-coder-external-provider-version6.9\omniroute-coder\vscode-extension\out\extension.js", "JavaScript", 139, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 147
"c:\Users\10csh\OneDrive\Desktop\omniroute-coder-external-provider-version6.9\omniroute-coder\vscode-extension\out\fileOps.js", "JavaScript", 238, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 269
